1, 1, 1, 0.1, 0.341667, 0.5
2, 1, 1, 0.01, 0.340625, 0.5
3, 1, 1, 0.001, 0.4770835, 0.5
4, 1, 1, 0.0001, 0.526042, 0.0
5, 1, 2, 0.1, 0.30625, 0.5
6, 1, 2, 0.01, 0.294792, 0.5
7, 1, 2, 0.001, 0.4197915, 0.5
8, 1, 2, 0.0001, 0.5416665, 0.0
9, 1, 3, 0.1, 0.28229150000000003, 1.0
10, 1, 3, 0.01, 0.28020849999999997, 0.5
11, 1, 3, 0.001, 0.367708, 0.5
12, 1, 3, 0.0001, 0.5531250000000001, 0.0
13, 1, 4, 0.1, 0.28125, 1.0
14, 1, 4, 0.01, 0.2760415, 0.5
15, 1, 4, 0.001, 0.32083300000000003, 1.0
16, 1, 4, 0.0001, 0.54375, 0.0
17, 1, 5, 0.1, 0.259375, 1.0
18, 1, 5, 0.01, 0.2510415, 1.0
19, 1, 5, 0.001, 0.3041665, 1.5
20, 1, 5, 0.0001, 0.525, 0.0
21, 1, 6, 0.1, 0.2572915, 1.0
22, 1, 6, 0.01, 0.264583, 1.0
23, 1, 6, 0.001, 0.3145835, 0.5
24, 1, 6, 0.0001, 0.5385415, 0.0
25, 1, 7, 0.1, 0.2364585, 1.0
26, 1, 7, 0.01, 0.246875, 1.0
27, 1, 7, 0.001, 0.28229150000000003, 1.0
28, 1, 7, 0.0001, 0.544792, 0.5
29, 1, 8, 0.1, 0.2447915, 1.0
30, 1, 8, 0.01, 0.2375, 1.0
31, 1, 8, 0.001, 0.2895835, 1.0
32, 1, 8, 0.0001, 0.5385415, 0.0
33, 1, 9, 0.1, 0.225, 1.0
34, 1, 9, 0.01, 0.2354165, 1.0
35, 1, 9, 0.001, 0.2833335, 1.0
36, 1, 9, 0.0001, 0.54375, 0.0
37, 1, 10, 0.1, 0.2239585, 1.0
38, 1, 10, 0.01, 0.229167, 1.0
39, 1, 10, 0.001, 0.2864585, 1.0
40, 1, 10, 0.0001, 0.5322914999999999, 0.0
41, 2, 1, 0.1, 0.34270849999999997, 0.5
42, 2, 1, 0.01, 0.328125, 0.5
43, 2, 1, 0.001, 0.484375, 0.5
44, 2, 1, 0.0001, 0.5552085, 0.0
45, 2, 2, 0.1, 0.2875, 0.5
46, 2, 2, 0.01, 0.3041665, 0.5
47, 2, 2, 0.001, 0.403125, 0.5
48, 2, 2, 0.0001, 0.5208335, 0.0
49, 2, 3, 0.1, 0.3052085, 1.0
50, 2, 3, 0.01, 0.29791650000000003, 0.5
51, 2, 3, 0.001, 0.34270849999999997, 0.5
52, 2, 3, 0.0001, 0.552083, 0.0
53, 2, 4, 0.1, 0.275, 1.0
54, 2, 4, 0.01, 0.273958, 1.0
55, 2, 4, 0.001, 0.321875, 1.0
56, 2, 4, 0.0001, 0.5375, 0.0
57, 2, 5, 0.1, 0.284375, 1.0
58, 2, 5, 0.01, 0.26145850000000004, 0.5
59, 2, 5, 0.001, 0.3072915, 1.0
60, 2, 5, 0.0001, 0.5229165, 0.0
61, 2, 6, 0.1, 0.260417, 0.5
62, 2, 6, 0.01, 0.2572915, 1.0
63, 2, 6, 0.001, 0.320833, 1.0
64, 2, 6, 0.0001, 0.540625, 0.0
65, 2, 7, 0.1, 0.261458, 1.0
66, 2, 7, 0.01, 0.25, 1.0
67, 2, 7, 0.001, 0.2947915, 1.0
68, 2, 7, 0.0001, 0.5447915, 0.0
69, 2, 8, 0.1, 0.2489585, 1.0
70, 2, 8, 0.01, 0.2489585, 1.0
71, 2, 8, 0.001, 0.2791665, 1.0
72, 2, 8, 0.0001, 0.5625, 0.0
73, 2, 9, 0.1, 0.2541665, 1.0
74, 2, 9, 0.01, 0.24583349999999998, 1.0
75, 2, 9, 0.001, 0.29270850000000004, 1.0
