1, 1, 1, 0.1, 0.359375, 1.0
2, 1, 1, 0.01, 0.3677085, 1.0
3, 1, 1, 0.001, 0.38749999999999996, 1.0
4, 1, 1, 0.0001, 0.43125, 1.0
5, 1, 2, 0.1, 0.344792, 0.5
6, 1, 2, 0.01, 0.3635415, 1.0
7, 1, 2, 0.001, 0.395833, 0.5
8, 1, 2, 0.0001, 0.43333350000000004, 0.5
9, 1, 3, 0.1, 0.35833349999999997, 1.0
10, 1, 3, 0.01, 0.363542, 0.5
11, 1, 3, 0.001, 0.361458, 1.0
12, 1, 3, 0.0001, 0.4322915, 0.5
13, 1, 4, 0.1, 0.34375, 1.0
14, 1, 4, 0.01, 0.3489585, 0.5
15, 1, 4, 0.001, 0.3625, 0.0
16, 1, 4, 0.0001, 0.4510415, 0.0
17, 1, 5, 0.1, 0.364583, 1.0
18, 1, 5, 0.01, 0.35104199999999997, 1.0
19, 1, 5, 0.001, 0.3677085, 1.0
20, 1, 5, 0.0001, 0.4395835, 1.0
21, 1, 6, 0.1, 0.36875, 1.0
22, 1, 6, 0.01, 0.359375, 0.5
23, 1, 6, 0.001, 0.38645850000000004, 1.5
24, 1, 6, 0.0001, 0.43854150000000003, 1.0
25, 1, 7, 0.1, 0.3375, 0.0
26, 1, 7, 0.01, 0.3541665, 0.0
27, 1, 7, 0.001, 0.36875, 1.0
28, 1, 7, 0.0001, 0.43854150000000003, 1.5
29, 1, 8, 0.1, 0.35520799999999997, 0.0
30, 1, 8, 0.01, 0.35, 1.0
31, 1, 8, 0.001, 0.3645835, 1.0
32, 1, 8, 0.0001, 0.434375, 0.5
33, 1, 9, 0.1, 0.35104199999999997, 0.0
34, 1, 9, 0.01, 0.3510415, 0.5
35, 1, 9, 0.001, 0.35625, 0.5
36, 1, 9, 0.0001, 0.434375, 1.0
37, 1, 10, 0.1, 0.365625, 0.5
38, 1, 10, 0.01, 0.3375, 1.0
39, 1, 10, 0.001, 0.365625, 0.5
40, 1, 10, 0.0001, 0.433333, 1.0
41, 2, 1, 0.1, 0.29791650000000003, 1.0
42, 2, 1, 0.01, 0.283333, 0.5
43, 2, 1, 0.001, 0.32916650000000003, 0.5
44, 2, 1, 0.0001, 0.48124999999999996, 2.0
45, 2, 2, 0.1, 0.271875, 1.0
46, 2, 2, 0.01, 0.28125, 1.5
47, 2, 2, 0.001, 0.322917, 0.5
48, 2, 2, 0.0001, 0.4916665, 1.5
49, 2, 3, 0.1, 0.26875000000000004, 1.5
50, 2, 3, 0.01, 0.26145850000000004, 0.5
51, 2, 3, 0.001, 0.3020835, 1.5
52, 2, 3, 0.0001, 0.46562499999999996, 1.0
53, 2, 4, 0.1, 0.2760415, 0.5
54, 2, 4, 0.01, 0.273958, 0.5
55, 2, 4, 0.001, 0.28854199999999997, 1.0
56, 2, 4, 0.0001, 0.465625, 2.0
57, 2, 5, 0.1, 0.275, 0.5
58, 2, 5, 0.01, 0.26666650000000003, 0.5
59, 2, 5, 0.001, 0.311458, 2.5
60, 2, 5, 0.0001, 0.483333, 1.0
61, 2, 6, 0.1, 0.275, 0.5
62, 2, 6, 0.01, 0.2739585, 1.0
63, 2, 6, 0.001, 0.2864585, 0.5
64, 2, 6, 0.0001, 0.4833335, 1.0
65, 2, 7, 0.1, 0.27812499999999996, 1.0
66, 2, 7, 0.01, 0.280208, 0.5
67, 2, 7, 0.001, 0.30625, 1.0
68, 2, 7, 0.0001, 0.49583350000000004, 1.0
69, 2, 8, 0.1, 0.2854165, 0.5
70, 2, 8, 0.01, 0.284375, 0.5
71, 2, 8, 0.001, 0.308333, 1.0
72, 2, 8, 0.0001, 0.48333349999999997, 1.0
